,country,year,suicides_no,population,suicides_calc,gdp,gdp_per_capita
36,Albania,1992,47,2822500,1.6651904340124004,709452584,251
48,Albania,1993,73,2807300,2.6003633384390694,1228071038,437
60,Albania,1994,50,2849300,1.7548169725897589,1985673798,697
72,Albania,1995,88,2903400,3.03092925535579,2424499009,835
84,Albania,1996,89,2940200,3.027004965648595,3314898292,1127
96,Albania,1997,170,2977300,5.709871359957008,2359903108,793
108,Albania,1998,154,3012700,5.111693829455306,2707123772,899
120,Albania,1999,139,3029700,4.587912994685943,3414760915,1127
132,Albania,2000,54,2796300,1.931123270035404,3632043908,1299
144,Albania,2001,119,2799349,4.250988354792489,4060758804,1451
156,Albania,2002,133,2818839,4.718254572183796,4435078648,1573
168,Albania,2003,124,2843929,4.360165109607166,5746945913,2021
180,Albania,2004,146,2874991,5.078276766779444,7314865176,2544
192,Albania,2005,0,2783320,0.0,8158548717,2931
204,Albania,2006,0,2780176,0.0,8992642349,3235
216,Albania,2007,124,2770344,4.47597843444713,10701011897,3863
228,Albania,2008,160,2757059,5.803285312356391,12881352688,4672
240,Albania,2009,0,2745735,0.0,12044212904,4387
252,Albania,2010,96,2736025,3.5087398689704954,11926953259,4359
336,Antigua and Barbuda,1991,0,60394,0.0,481706333,7976
348,Antigua and Barbuda,1992,0,61741,0.0,499281148,8087
360,Antigua and Barbuda,1993,1,63315,1.5794045644791914,535172778,8453
372,Antigua and Barbuda,1994,0,65044,0.0,589429593,9062
384,Antigua and Barbuda,1995,0,66846,0.0,577280741,8636
396,Antigua and Barbuda,1998,0,72225,0.0,727860593,10078
408,Antigua and Barbuda,1999,0,73832,0.0,766198926,10378
420,Antigua and Barbuda,2000,2,75326,2.6551257202028515,830158778,11021
432,Antigua and Barbuda,2001,2,76497,2.614481613658052,800740259,10468
444,Antigua and Barbuda,2002,0,77588,0.0,814615333,10499
456,Antigua and Barbuda,2003,1,78658,1.2713265020722622,855643111,10878
468,Antigua and Barbuda,2004,2,79722,2.508717794335315,919577148,11535
480,Antigua and Barbuda,2005,0,80809,0.0,1022191296,12649
492,Antigua and Barbuda,2006,0,81973,0.0,1157005444,14114
504,Antigua and Barbuda,2007,1,83131,1.2029206914388135,1311401333,15775
516,Antigua and Barbuda,2008,0,84273,0.0,1368431037,16238
528,Antigua and Barbuda,2009,0,85405,0.0,1224253000,14335
660,Argentina,1991,1951,29623000,6.586098639570604,189719984268,6404
672,Argentina,1992,2184,30045400,7.26899958063464,228788617202,7615
684,Argentina,1993,2230,30477500,7.3168731031088505,236741715015,7768
696,Argentina,1994,2241,30911200,7.249799425450969,257440000000,8328
708,Argentina,1995,2204,31345400,7.031334741301754,258031750000,8232
720,Argentina,1996,2229,31780700,7.013690699072078,272149750000,8563
732,Argentina,1997,2184,32333781,6.754545656135916,292859000000,9057
744,Argentina,1998,2347,32757259,7.164824138674118,298948250000,9126
756,Argentina,1999,2423,33174862,7.303722921289017,283523000000,8546
768,Argentina,2000,2774,33585533,8.259508640223158,284203750000,8462
780,Argentina,2001,3132,34010946,9.208800013971972,268696750000,7900
792,Argentina,2002,3162,34407507,9.18985499298162,97724004252,2840
804,Argentina,2003,3289,34785907,9.454978419852614,127586973492,3668
816,Argentina,2004,3121,35162945,8.87582083923858,164657930453,4683
828,Argentina,2005,3058,35550617,8.601819765884795,198737095012,5590
840,Argentina,2006,3108,35918886,8.652829600561665,232557260817,6475
852,Argentina,2007,2946,36315492,8.112240362873234,287530508431,7918
864,Argentina,2008,3059,36733520,8.327543889069167,361558037110,9843
876,Argentina,2009,2884,37158001,7.761450891828115,332976484578,8961
888,Argentina,2010,2943,37578454,7.831615425158257,423627422092,11273
972,Armenia,1991,80,3230800,2.476166893648632,2068526522,640
984,Armenia,1992,83,3308700,2.508538096533382,1272577456,385
996,Armenia,1993,106,3366600,3.148577199548506,1201313201,357
1008,Armenia,1994,112,3402500,3.2916972814107273,1315158670,387
1020,Armenia,1995,130,3443200,3.775557620817844,1468317350,426
1032,Armenia,1996,87,3486300,2.4954823164959987,1596968913,458
1044,Armenia,1997,77,3526700,2.1833442027958148,1639492424,465
1056,Armenia,1998,66,3558000,1.854974704890388,1893726437,532
1068,Armenia,1999,67,3580700,1.871142514033569,1845482181,515
1080,Armenia,2000,61,3606500,1.6913905448495772,1911563665,530
1092,Armenia,2001,60,3610516,1.6618123282101507,2118467913,587
1104,Armenia,2002,74,3014844,2.454521693328079,2376335048,788
1116,Armenia,2003,59,3024366,1.9508220896544928,2807061009,928
1128,Armenia,2006,78,2764396,2.8215928542799222,6384451606,2310
1140,Armenia,2007,71,2735313,2.595681006159076,9206301700,3366
1152,Armenia,2008,63,3045391,2.0686998812303576,11662040714,3829
1164,Armenia,2009,53,2689695,1.9704836421973495,8647936748,3215
1176,Armenia,2010,73,2676225,2.7277228185223588,9260284938,3460
1258,Aruba,1995,8,73581,10.872371943844199,1320670391,17949
1270,Aruba,1999,9,81934,10.984450899504479,1722798883,21027
1282,Aruba,2000,10,83888,11.920656112912456,1873452514,22333
1294,Aruba,2001,4,86045,4.64873031553257,1920262570,22317
1306,Aruba,2002,9,88284,10.19437270626614,1941094972,21987
1318,Aruba,2003,2,90457,2.2109952795250782,2021301676,22345
1330,Aruba,2004,8,92335,8.664103536037256,2228279330,24133
1342,Aruba,2005,10,93728,10.669170365312393,2331005587,24870
1354,Aruba,2006,9,94508,9.523003343632285,2421474860,25622
1366,Aruba,2007,8,94814,8.437572510388762,2623726257,27672
1378,Aruba,2008,4,94814,4.218786255194381,2791960894,29447
1390,Aruba,2009,4,94795,4.219631837122211,2498932961,26361
1402,Aruba,2010,7,95006,7.367955708060544,2467703911,25974
1498,Australia,1991,2288,16012100,14.289193797190874,325358292128,20320
1510,Australia,1992,2251,16203500,13.892060357330207,324878105053,20050
1522,Australia,1993,2038,16370000,12.449602932193036,311528948848,19030
1534,Australia,1994,2283,16549400,13.795062056630451,322201314424,19469
1546,Australia,1995,2170,16766300,12.942628964052892,367216364716,21902
1558,Australia,1996,2426,17015100,14.257923844114933,400302731411,23526
1570,Australia,1997,2646,17221300,15.364693722309001,434568007513,25234
1582,Australia,1998,2632,17421730,15.107569684526164,398899138574,22897
1594,Australia,1999,2488,17641702,14.10294766343973,388395162301,22016
1606,Australia,2000,2391,17874410,13.37666529972178,415034227218,23219
1618,Australia,2001,2458,18130883,13.556978995452125,378215090694,20860
1630,Australia,2002,2319,18370058,12.62380336523706,394486709920,21474
1642,Australia,2003,2156,18608029,11.586396388354725,466294700058,25059
1654,Australia,2004,2114,18854551,11.212147136253735,611904253806,32454
1666,Australia,2006,2117,19109246,11.078406756603583,745521862833,39014
1678,Australia,2007,2229,19734430,11.294980397204277,851962785585,43171
1690,Australia,2008,2341,20120312,11.635008443209031,1052584601611,52315
1702,Australia,2009,2337,20529317,11.383720169550697,926448240318,45128
1714,Australia,2010,2420,20847547,11.608080317554867,1144260547873,54887
1858,Austria,1991,1769,7299728,24.233779669598647,173794177725,23808
1870,Austria,1992,1759,7375368,23.849657400146,195078126346,26450
1882,Austria,1993,1704,7433569,22.92304006325898,190379720927,25611
1894,Austria,1994,1776,7462552,23.79882914048706,203535242742,27274
1906,Austria,1995,1788,7477030,23.91323827776537,241038283063,32237
1918,Austria,1996,1779,7493706,23.739922542998084,237250948791,31660
1930,Austria,1997,1592,7512589,21.19109670447831,212790348405,28325
1942,Austria,1998,1559,7533519,20.694180236354352,218259904402,28972
1954,Austria,1999,1555,7561609,20.56440633203859,217185787343,28722
1966,Austria,2000,1588,7592073,20.91655335769295,196799778883,25922
1978,Austria,2001,1489,7634560,19.503416044932518,197337879195,25848
1990,Austria,2002,1553,7683162,20.213032082364006,213377771504,27772
2002,Austria,2003,1456,7722033,18.85513827770485,261695778781,33889
2014,Austria,2004,1422,7773105,18.293847825289895,300904221505,38711
2026,Austria,2005,1399,7827461,17.872973113503857,315974418605,40367
2038,Austria,2006,1297,7869269,16.481835860484626,335998557270,42698
2050,Austria,2007,1285,7897272,16.271441581346064,388691445387,49218
2062,Austria,2008,1267,7925258,15.986861247924042,430294287388,54294
2074,Austria,2009,1278,7946894,16.081754708191653,400172297861,50356
2086,Austria,2010,1264,7968421,15.862615692619654,391892746545,49181
2180,Azerbaijan,1991,134,6290600,2.130162464629765,8792365811,1398
2192,Azerbaijan,1992,144,6370400,2.2604546025367322,4991350458,784
2204,Azerbaijan,1993,119,6442600,1.8470803712786763,3973027397,617
2216,Azerbaijan,1994,47,6521200,0.7207262467030607,3313739674,508
2228,Azerbaijan,1995,49,6605900,0.7417611529087634,3052467522,462
2240,Azerbaijan,1996,69,6668100,1.034777522832591,3176749593,476
2252,Azerbaijan,1997,107,6711200,1.5943497437120038,3962710163,590
2264,Azerbaijan,1998,56,7044400,0.7949576968939868,4446396218,631
2276,Azerbaijan,1999,54,7106400,0.7598784194528876,4581222442,645
2288,Azerbaijan,2000,62,7415250,0.8361147634941506,5272617196,711
2300,Azerbaijan,2001,317,7518000,4.216546953977121,5707720391,759
2312,Azerbaijan,2002,92,7605700,1.2096191014633761,6235795104,820
2324,Azerbaijan,2003,129,7674400,1.680913165850099,7276013032,948
2336,Azerbaijan,2004,108,7738250,1.3956643944044196,8680472169,1122
2348,Azerbaijan,2007,55,7921100,0.6943480072212193,33050343783,4172
2384,Bahamas,1993,7,243500,2.8747433264887063,3092000000,12698
2396,Bahamas,1994,3,249300,1.203369434416366,3259000000,13073
2408,Bahamas,1995,2,254500,0.7858546168958742,3429000000,13473
2420,Bahamas,1996,3,252438,1.188410619637297,3609000000,14297
2432,Bahamas,1997,2,255956,0.7813843004266359,6332360000,24740
2444,Bahamas,1998,3,260125,1.1532916866890919,6833220000,26269
2456,Bahamas,1999,6,264791,2.2659380417008133,7683870000,29019
2468,Bahamas,2000,11,269738,4.078031274792576,8076470000,29942
2480,Bahamas,2001,1,276140,0.36213514883754616,8317830000,30122
2492,Bahamas,2002,3,282555,1.0617401921749747,8881160000,31432
2504,Bahamas,2003,1,288888,0.34615491124588077,8870090000,30704
2516,Bahamas,2004,2,295237,0.6774218678553162,9055290000,30671
2528,Bahamas,2005,4,301763,1.325543555704311,9836200000,32596
2540,Bahamas,2006,2,308499,0.6483003186396066,10167250000,32957
2552,Bahamas,2007,5,314989,1.58735701881653,10618340000,33710
2564,Bahamas,2008,4,321447,1.244373100386689,10526000000,32746
2576,Bahamas,2009,6,327813,1.830311793614042,9981960000,30450
2588,Bahamas,2010,10,333869,2.9951867349169885,10095760000,30239
2672,Bahrain,1997,0,529754,0.0,6349202394,11985
2684,Bahrain,1998,0,546008,0.0,6183776596,11325
2696,Bahrain,1999,17,565762,3.004797070146104,6621010372,11703
2708,Bahrain,2000,29,590594,4.910310636410123,9062906915,15345
2720,Bahrain,2001,23,624083,3.6854072294871036,8976207713,14383
2732,Bahrain,2002,25,661010,3.782091042495575,9632155053,14572
2744,Bahrain,2003,34,702913,4.837013969011812,11074822074,15756
2756,Bahrain,2004,42,751559,5.588383613262565,13150166755,17497
2768,Bahrain,2005,42,819540,5.1248261219708615,15968726862,19485
2780,Bahrain,2006,28,888543,3.151226220903209,18505053191,20826
2792,Bahrain,2007,40,964770,4.146065901717508,21730000000,22524
2804,Bahrain,2008,43,1024110,4.198767710499848,25710877660,25106
2816,Bahrain,2009,36,1092922,3.29392216461925,22938218085,20988
2828,Bahrain,2010,19,1139160,1.6678956424031743,25713271277,22572
2960,Barbados,1991,17,237000,7.172995780590718,2007109829,8469
2972,Barbados,1992,14,240000,5.833333333333333,1950900000,8129
2984,Barbados,1993,16,239600,6.67779632721202,2046189032,8540
2996,Barbados,1994,14,240300,5.826050769870995,2151295182,8953
3008,Barbados,1995,17,241200,7.048092868988391,2261969870,9378
3020,Barbados,2000,10,251133,3.9819537854443663,3121500000,12430
3032,Barbados,2001,2,252406,0.7923741907878576,3116650000,12348
3044,Barbados,2002,0,253353,0.0,3169600000,12511
3056,Barbados,2003,0,254122,0.0,3274850000,12887
3068,Barbados,2004,3,254925,1.1768167107972933,3514350000,13786
3080,Barbados,2005,1,255889,0.39079444602933305,3897300000,15230
3092,Barbados,2006,9,256883,3.5035405223389637,4246600000,16531
3104,Barbados,2007,0,258083,0.0,4523750000,17528
3116,Barbados,2008,1,259414,0.385484206712051,4607300000,17760
3128,Barbados,2009,5,260718,1.9177808973680375,4434050000,17007
3140,Barbados,2010,3,261927,1.1453572942079282,4461650000,17034
3200,Belarus,1991,2169,9476200,22.888921719676663,18000000000,1899
3212,Belarus,1992,2424,9570900,25.326771776948878,17037037037,1780
3224,Belarus,1993,2885,9641100,29.92397133107218,16280991736,1689
3236,Belarus,1994,3153,9653900,32.66037559949865,14932024169,1547
3248,Belarus,1995,3203,9673600,33.11073436983129,13972676841,1444
3260,Belarus,1996,3627,9684800,37.4504377994383,14756846154,1524
3272,Belarus,1997,3526,9692100,36.380144653893375,14128408566,1458
3284,Belarus,1998,3556,9694800,36.67945702851013,15222012660,1570
3296,Belarus,1999,3397,9563200,35.52158273381295,12138486532,1269
3308,Belarus,2000,3483,9543479,36.49612473606323,12736856828,1335
3320,Belarus,2001,3303,9513587,34.71876590816902,12354820144,1299
3332,Belarus,2002,3291,9469234,34.754659141383556,14594249023,1541
3344,Belarus,2003,3456,9420691,36.68520706177498,17827791321,1892
3356,Belarus,2007,2659,9244456,28.763185199864655,45277399814,4898
3368,Belarus,2008,2658,9205746,28.873271106980358,60763483146,6601
3380,Belarus,2009,2743,9169969,29.912860119810656,49209523810,5366
3392,Belarus,2010,2459,8981193,27.379436117228526,57222490769,6371
3512,Belgium,1991,1805,9396600,19.209075623097718,211637816539,22523
3524,Belgium,1992,1878,9428100,19.919177777070672,236038384442,25036
3536,Belgium,1993,2142,9462900,22.635767048156485,225924679921,23875
3548,Belgium,1994,2131,9497400,22.437719796997072,246194938751,25922
3560,Belgium,1995,2155,9527100,22.61968489886744,289567323481,30394
3572,Belgium,1996,2013,9557545,21.061894032411043,281358175896,29438
3584,Belgium,1997,2146,9576223,22.409670284411714,254813599459,26609
3596,Belgium,1998,2019,9620997,20.98535110238575,260601911536,27087
3608,Belgium,1999,1857,9648277,19.246959845783863,260202429150,26969
3620,Belgium,2000,2143,9674025,22.152103183524954,237904919845,24592
3632,Belgium,2001,2165,9710055,22.296475148698953,237841968680,24494
3644,Belgium,2002,2076,9758570,21.273608735706155,258860436665,26526
3656,Belgium,2003,2091,9804122,21.327763975193292,319002821670,32538
3668,Belgium,2004,1987,9848022,20.17664054771608,370885026074,37661
3680,Belgium,2005,2029,9901014,20.49285053025882,387365750529,39124
3692,Belgium,2006,1935,9962702,19.42244182351334,409813197842,41135
3704,Belgium,2007,1857,10030266,18.513965631619342,471821105940,47040
3716,Belgium,2008,1999,10100850,19.790413678056797,518625897173,51345
3728,Belgium,2009,2013,10173366,19.786961365589324,484552792442,47630
3740,Belgium,2010,2013,10211171,19.71370374661241,483548031197,47355
3860,Belize,1991,2,162200,1.2330456226880395,444720750,2742
3872,Belize,1993,1,170800,0.585480093676815,559858250,3278
3884,Belize,1994,8,170874,4.68181232955277,580863700,3399
3896,Belize,1995,14,180500,7.756232686980609,620140400,3436
3908,Belize,1996,8,180926,4.421697268496512,641383800,3545
3920,Belize,1997,1,187650,0.5329070077271516,654314350,3487
3932,Belize,1998,12,195108,6.1504397564425854,688992450,3531
3944,Belize,1999,18,202699,8.880162210963054,732732350,3615
3956,Belize,2000,18,210109,8.566981899871019,832072450,3960
3968,Belize,2001,19,217279,8.744517417697983,871860600,4013
3980,Belize,2002,14,224136,6.246207659635221,932551850,4161
3992,Belize,2003,12,230890,5.197280090086188,990374050,4289
4004,Belize,2004,20,237791,8.410747252839679,1057845500,4449
4016,Belize,2005,12,245020,4.8975593829075175,1114222550,4547
4028,Belize,2006,11,252826,4.350818349378624,1217467600,4815
4040,Belize,2007,8,260667,3.069049783823806,1290573400,4951
4052,Belize,2008,11,268487,4.097032631002619,1368625150,5098
4064,Belize,2009,15,276189,5.431063510856696,1336957250,4841
4076,Belize,2010,15,283796,5.2854867580938425,1397113450,4923
4244,Brazil,1991,5156,134281850,3.8396849611470203,602860000000,4490
4256,Brazil,1992,5207,137007021,3.800535156515811,400599250000,2924
4268,Brazil,1993,5508,139615477,3.94512135642383,437798577640,3136
4280,Brazil,1994,5896,142188450,4.146609657816792,558111997497,3925
4292,Brazil,1995,6536,144783591,4.514323726091308,769305386183,5313
4304,Brazil,1996,6698,147353130,4.545543077367952,850426432992,5771
4316,Brazil,1997,6891,149932627,4.596064337617455,883199625325,5891
4328,Brazil,1998,6922,152524311,4.538292915153703,863723411633,5663
4340,Brazil,1999,6507,155122073,4.194760857792302,599388579986,3864
4352,Brazil,2000,6763,157715991,4.288087693022834,655420645477,4156
4364,Brazil,2001,7710,160178796,4.813371178042817,559372276082,3492
4376,Brazil,2002,7697,162761414,4.729007822456003,507962487700,3121
4388,Brazil,2003,7839,165396911,4.7395081036307865,558319920832,3376
4400,Brazil,2004,7995,167993068,4.759124941988678,669316654017,3984
4412,Brazil,2005,8529,170483960,5.002816687270755,891630175813,5230
4424,Brazil,2006,8618,172974722,4.98223087186115,1107640297890,6403
4436,Brazil,2007,8855,175293192,5.051536741940326,1397084345950,7970
4448,Brazil,2008,9184,177471632,5.1749115599500435,1695824571927,9555
4460,Brazil,2009,9346,179569551,5.204668579919766,1667019780934,9283
4472,Brazil,2010,9429,181629712,5.191331250913397,2208871646203,12161
4616,Bulgaria,1991,1384,8431900,16.41385690057994,10943548387,1298
4628,Bulgaria,1992,1519,8041500,18.889510663433438,10350515464,1287
4640,Bulgaria,1993,1470,8001000,18.37270341207349,10829710145,1354
4652,Bulgaria,1994,1464,7995500,18.310299543493215,9697416974,1213
4664,Bulgaria,1995,1433,7983900,17.948621600971958,13063422619,1636
4676,Bulgaria,1996,1526,7963300,19.162909848931974,10109612142,1270
4688,Bulgaria,1997,1465,7933900,18.46506762122033,11195612105,1411
4700,Bulgaria,1998,1503,7899500,19.02652066586493,14630992956,1852
4712,Bulgaria,1999,1307,7866600,16.6145475809117,13495075366,1715
4724,Bulgaria,2000,1383,7829095,17.664876974924944,13153016531,1680
4736,Bulgaria,2001,1314,7591926,17.30786100918265,14075616789,1854
4748,Bulgaria,2002,1317,7544410,17.456633454438453,16276456428,2157
4760,Bulgaria,2003,1092,7493166,14.57327917198151,20982685981,2800
4772,Bulgaria,2004,1013,7447563,13.601764765199032,25957970922,3485
4784,Bulgaria,2005,982,7404051,13.263009668626,29636617750,4003
4796,Bulgaria,2006,977,7358508,13.277148030551846,34130122491,4638
4808,Bulgaria,2007,902,7312474,12.3350865931284,44411476557,6073
4820,Bulgaria,2008,939,7267511,12.920517079368715,54409138498,7487
4832,Bulgaria,2009,868,7219817,12.022465389358207,51884481410,7186
4844,Bulgaria,2010,859,7162740,11.992617350343584,50610058210,7066
4988,Canada,1991,3593,25390400,14.151017707479992,610328183643,24038
5000,Canada,1992,3708,26454400,14.016571912422886,592387689253,22393
5012,Canada,1993,3803,26944700,14.114092938499965,577170761956,21421
5024,Canada,1994,3748,27246000,13.756147691404243,578139279438,21219
5036,Canada,1995,3968,27618500,14.367181418252258,604031623433,21871
5048,Canada,1996,3941,27706600,14.224047699826034,628546387972,22686
5060,Canada,1997,3681,28085100,13.106593887862248,652825364726,23245
5072,Canada,1998,3699,28372536,13.037255464227801,631813279407,22268
5084,Canada,1999,4074,28681643,14.204207199706097,676082654641,23572
5096,Canada,2000,3606,29008565,12.430811382776087,742293448253,25589
5108,Canada,2001,3694,29262055,12.623857073606075,736379777893,25165
5120,Canada,2002,3650,29642114,12.31356171155674,757950678647,25570
5132,Canada,2003,3765,29958833,12.56724519276168,892380986368,29787
5144,Canada,2004,3613,30283966,11.930405680682643,1023196003075,33787
5156,Canada,2005,3743,30597090,12.233189496125284,1169357979865,38218
5168,Canada,2006,3512,30902962,11.36460640892611,1315415197461,42566
5180,Canada,2007,3611,31242631,11.557925451284817,1464977190206,46890
5192,Canada,2008,3705,31588641,11.728899638322522,1549131208997,49041
5204,Canada,2009,3890,31937357,12.18009367525309,1371153004986,42933
5216,Canada,2010,3951,32286140,12.237449258412433,1613464422811,49974
5336,Chile,1991,787,11871000,6.629601549995788,37834793730,3187
5348,Chile,1992,658,12125000,5.4268041237113405,45964327559,3791
5360,Chile,1993,740,12306400,6.013131378794774,49297773130,4006
5372,Chile,1994,801,12526600,6.394392732265739,57008425296,4551
5384,Chile,1995,930,12897643,7.210619800842681,73447063319,5695
5396,Chile,1996,917,13125089,6.986619290733953,78039572222,5946
5408,Chile,1997,910,13339550,6.821819326738908,84952360922,6368
5420,Chile,1998,1031,13543940,7.612260538661571,81577430181,6023
